ids,w2clsids,schids,ctyids,w2frame,w2subsample,w2cogscore,w2cog3pl,w2chn,w2upchn,w2mat,w2upmat,w2eng,w2upeng,w2a01,w2a02,w2a03,w2a05,w2a0701,w2a0702,w2a0703,w2a0704,w2a0705,w2a0706,w2a0707,w2a0708,w2a0801,w2a0801a,w2a0802,w2a0802a,w2a0802b,w2a0802c01,w2a0802c02,w2a0802c03,w2a0803,w2a0803a,w2a0804,w2a0804a,w2a16,w2a17,w2a2001,w2a2002,w2a2003,w2a2004,w2a2005,w2a2006,w2a2101a,w2a2101b,w2a2102a,w2a2102b,w2a2103a,w2a2103b,w2a2104a,w2a2104b,w2a22,w2a23,w2a24,w2a27,w2a28,w2a29,w2a30,w2a31,w2a32,w2b1401,w2b1402,w2b1403,w2b1404,w2b1405,w2b1406,w2b15,w2b16,w2b18,w2b19,w2b20,w2b21,,w2ba01,w2ba0201,w2ba0202,w2ba0203,w2ba0204,w2ba0205,w2ba0206,w2ba0207,w2ba0208,w2ba11,w2ba12,w2ba13,w2ba1400,w2ba1401,w2ba1401a,w2ba1402,w2ba1402a,w2ba1403,w2ba1403a,w2ba1404,w2ba1404a,w2ba1405,w2ba1405a,w2ba1500,w2ba1501,w2ba1501a,w2ba1502,w2ba1502a,w2ba1503,w2ba1503a,w2ba1504,w2ba1504a,w2ba1505,w2ba1505a,w2ba1600,w2ba1601,w2ba1601a,w2ba1602,w2ba1602a,w2ba1603,w2ba1603a,w2ba1604,w2ba1604a,w2ba1605,w2ba1605a,w2ba1701,w2ba1702,w2ba1703,w2ba1704,w2ba1705,w2ba1706,w2ba18,w2ba21,w2ba22,w2ba24,w2ba2601,w2ba2602,w2ba2603,w2ba2604,w2ba29,w2ba30,w2ba31,w2ba32,w2bb1401,w2bb1402,w2bb1403,w2bb1404,w2bb1405,w2bb1406,w2bb1407,w2bb15,w2bb16,w2bb17,w2bb18,w2bb19,w2bb20,w2bc01a,w2bc0201,w2bc0202,w2bc0203,w2bc0203a,w2bc0204,w2bc0205,w2bc09,w2bd01,w2bd02,w2be02,w2be03,w2be04,w2be06,w2be07,w2be08,w2be09,w2be11,w2be12,w2be13,w2be15,w2be16,w2be17,w2be18,w2be23,w2be24,w2be25,w2be33,w2be34,w2be35,w2be36
15192,352,91,23,3,3,31,1.479982972,110,150,135,150,140,150,2,1,1,1,0,1,0,0,0,1,0,0,1,2,0,,,,,,0,,0,,2,1,3,3,1,2,2,2,2,3,2,3,2,2,1,1,3,3,6,1,8,1,13,5,4,0,0,0,0,0,1,2,2,8,1,4,4,,2,0,1,0,0,0,1,0,0,6,2,2,0,0,,1,8,0,,1,3,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,1,2,2,2,6,2,0,1,2,2,2,2,8,3,5,4,1,1,0,0,0,1,0,3,3,3,3,1,1,,1,0,0,,0,0,1,2,1,1,2,1,2,3,6,6,1,1,1,2,3,3,11,3,2,1,1,4,1,1
15193,352,91,23,3,3,29,0.732621014,111,150,123,150,140.25,150,1,2,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,3,2,2,1,2,2,2,2,2,2,2,2,3,3,6,2,8,1,3,4,4,1,0,0,0,1,0,2,2,8,3,4,4,,1,1,1,0,0,0,1,0,0,6,1,1,0,0,,1,2,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,1,1,0,,0,,0,,2,2,2,1,3,2,4,1,2000,1,3,3,3,2,8,4,4,3,1,1,1,1,0,1,0,3,3,,,,,800,1,0,0,,0,0,,1,2,1,1,2,1,3,7,3,1,1,2,1,3,7,5,3,2,3,1,1,1,2
15194,352,91,23,3,3,29,1.133270025,125,150,125,150,141.25,150,1,2,1,1,1,0,0,0,0,0,0,0,1,2,0,,,,,,0,,0,,2,1,3,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,6,1,8,2,14,4,4,1,0,0,0,1,0,2,2,9,13,4,3,,1,1,0,0,0,0,0,0,0,6,3,3,0,1,8,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,3,2,2,2,4,1,1200,1,3,3,3,3,8,1,4,4,1,1,1,1,0,1,1,3,3,3,3,1,1,1158,0,0,0,,0,1,,1,2,1,1,2,1,3,6,9,1,2,2,1,3,6,12,3,2,3,1,4,2,2
15196,352,91,23,3,3,24,0.558600008,108,150,123,150,138.25,150,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,1,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,1,1,5,3,7,1,14,4,3,0,0,0,1,1,1,2,10,10,12,5,4,,1,1,1,0,0,0,0,0,0,6,1,4,0,0,,1,2,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,1,1,1,1,0,,0,,0,,2,2,3,2,3,3,2,2,0,2,3,3,3,3,7,4,4,3,1,1,1,1,0,1,1,3,3,3,3,1,1,1000,1,0,0,,0,0,1,2,2,1,1,2,2,3,8,2,1,1,2,2,3,4,13,3,2,3,1,4,1,2
15197,352,91,23,3,3,32,1.608230948,114,150,123,150,136.25,150,1,2,1,1,1,1,0,0,0,0,1,0,1,1,0,,,,,,0,,0,,2,1,3,2,3,2,3,3,1,3,1,3,1,3,1,3,2,3,6,2,7,2,6,7,3,0,1,0,0,0,1,2,2,7,6,7,3,,2,1,1,0,0,0,0,0,1,6,2,3,0,0,,1,5,0,,0,,0,,0,0,,0,,0,,0,,1,1,0,0,,1,1,0,,0,,0,,2,3,3,3,3,3,4,2,0,1,3,3,2,2,8,6,4,3,1,1,0,1,0,1,1,3,3,3,3,1,1,837,0,0,0,,0,1,,1,3,1,1,3,1,3,4,2,1,1,3,1,3,3,7,3,,3,1,4,1,2
15198,352,91,23,3,3,30,1.174000978,110,150,114,150,140.75,150,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,6,1,8,4,1,5,4,1,0,0,0,1,0,2,1,10,13,5,4,,2,1,1,0,0,0,0,0,0,5,2,3,0,1,,1,,0,,0,,0,,0,0,,1,,0,,0,,0,,0,1,,1,,0,,0,,0,,2,2,2,2,2,2,1,1,0,2,2,2,2,2,8,1,5,3,1,1,0,0,0,0,1,3,3,3,3,1,1,,1,0,0,,0,0,4,2,2,1,2,2,2,3,7,12,1,2,2,2,3,7,12,3,2,3,1,4,2,2
15251,355,92,23,3,3,29,1.211192966,108,150,131,150,123,150,1,3,1,1,1,1,0,0,0,0,1,0,1,1,0,,,,,,0,,0,,1,2,3,3,2,3,3,1,1,2,1,2,1,2,1,2,1,2,5,1,9,4,3,4,4,1,0,0,1,1,0,2,5,9,3,4,4,,2,0,0,0,0,0,0,1,0,6,4,2,0,0,,1,3,0,,1,1,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,3,1,3,2,2,1,1,10000,1,2,2,2,2,9,4,4,4,1,0,0,0,0,1,1,,,,,,,980,0,0,1,,0,0,,1,3,1,1,3,1,1,7,1,1,1,3,1,3,4,2,3,2,3,2,4,1,3
15252,355,92,23,3,3,32,1.574321032,116,150,112,150,117,150,2,1,1,2,1,1,0,0,1,0,0,0,1,2,0,,,,,,0,,0,,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,8,3,,7,4,0,0,0,1,0,0,2,2,9,3,7,3,,2,0,1,0,0,1,0,0,0,5,2,1,0,0,,1,5,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,1,3,1,4,0,,0,,2,2,2,2,3,3,1,1,700,1,2,2,1,3,8,1,4,4,1,1,1,0,0,1,0,3,3,3,3,1,1,1512,1,0,0,,0,0,1,2,1,1,2,1,2,1,3,12,1,1,1,2,3,6,12,3,2,2,1,5,1,3
15253,355,92,23,3,3,33,1.294322014,111,150,118,150,126,150,2,,1,1,0,0,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,1,3,3,2,2,2,2,2,2,2,2,3,3,4,2,8,3,14,8,,1,0,0,0,0,0,2,2,7,2,7,3,,2,0,0,0,0,0,1,0,0,6,2,2,0,0,,0,,0,,1,6,0,,0,0,,0,,0,,1,4,1,1,0,1,,1,,0,,1,,1,,3,3,3,3,3,3,4,1,,1,3,3,3,3,8,4,7,4,1,1,0,1,0,1,0,3,3,3,3,1,1,1512,0,0,0,,0,1,1,2,2,1,2,2,2,1,8,6,1,2,2,2,3,7,6,3,2,3,1,4,1,2
15254,355,92,23,3,3,31,0.921489,93,150,107,150,97,150,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,2,3,3,2,2,1,1,1,1,1,1,2,2,6,2,7,3,4,8,3,1,0,0,1,1,0,2,2,7,4,6,3,,2,1,1,0,0,0,0,0,0,6,1,1,0,1,1,0,,0,,0,,0,,0,0,,1,1,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,1,3,2,4,2,0,1,2,2,2,2,7,4,7,3,1,1,0,1,0,1,0,3,3,3,3,1,1,690,1,0,0,,0,0,,1,3,1,1,3,1,3,2,7,1,1,3,1,3,3,7,3,2,3,1,2,1,2
15255,355,92,23,3,3,31,1.451447964,113,150,112,150,124,150,1,3,1,2,1,1,0,0,1,0,1,0,1,1,0,,,,,,0,,0,,2,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,6,1,9,2,1,5,4,0,0,0,1,1,0,2,5,9,1,6,4,,2,1,1,0,0,1,0,0,0,6,1,1,0,0,,1,1,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,1,1,1,3,2,3,2,0,1,1,1,1,1,9,1,6,4,1,1,1,0,0,1,1,1,1,3,3,1,1,1460,0,0,0,,0,1,,1,3,1,1,3,1,3,6,12,1,1,3,1,3,3,12,3,2,3,1,4,2,2
15256,355,92,23,3,3,18,-0.379299015,118,150,27,150,70,150,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,6,3,6,3,5,4,3,1,0,0,0,0,0,2,1,6,5,4,3,,2,1,1,0,0,0,0,0,0,6,3,4,0,0,,1,4,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,1,1,0,,0,,0,,3,3,2,3,3,2,4,1,4500,1,3,3,3,3,6,5,4,3,0,1,0,0,0,1,1,3,3,3,3,1,1,1435,0,0,0,,0,1,,1,3,1,1,3,1,1,7,2,1,1,3,2,3,6,7,3,2,3,1,4,1,2
15257,355,92,23,3,3,26,0.511043012,97,150,67,150,105,150,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,3,3,3,2,3,2,3,3,2,2,2,2,2,6,2,7,3,2,4,3,1,0,0,0,1,0,2,2,7,2,4,3,,2,1,1,0,0,0,0,0,0,6,3,2,0,1,2,1,4,0,,0,,0,,0,1,4,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,3,3,3,3,4,1,3000,2,3,3,3,3,7,2,4,3,0,1,0,1,0,1,1,3,3,3,3,1,1,,0,0,0,,0,1,,1,3,1,1,3,1,3,8,2,1,1,3,1,3,6,6,3,2,3,1,4,1,2
15258,355,92,23,3,3,26,0.310952008,82,150,29,150,46,150,2,1,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,3,3,2,2,2,2,2,3,2,3,3,3,6,2,2,2,2,4,2,0,0,1,0,1,0,2,1,2,11,4,3,,2,1,1,0,0,1,0,0,0,6,2,1,0,1,4,1,4,0,,0,,0,,0,1,4,1,4,0,,0,,0,,0,0,,0,,1,2,0,,0,,3,3,3,2,3,2,4,2,0,1,2,3,3,3,3,9,4,4,1,0,0,0,0,1,0,3,3,3,3,1,1,840,0,0,0,,0,1,3,2,1,1,1,1,2,3,3,12,1,1,1,2,3,3,12,3,2,3,1,4,1,2
15259,355,92,23,3,3,26,0.435689002,102,150,110,150,101,150,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,6,2,6,2,6,4,3,0,0,0,1,0,1,2,2,7,6,4,3,,2,1,1,0,0,0,0,0,0,6,3,3,0,1,2,1,2,0,,0,,0,,0,1,2,1,2,0,,0,,0,,0,1,1,1,2,0,,0,,0,,3,3,3,3,3,3,4,1,5000,1,2,2,2,2,6,6,4,3,1,0,1,1,0,1,0,2,2,3,3,1,1,980,0,0,0,,0,1,4,2,1,1,2,3,,3,3,9,1,1,1,2,,,6,3,2,3,2,4,1,2
15260,355,92,23,3,3,23,0.819579005,103,150,95,150,112,150,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,2,3,3,2,3,2,3,2,3,2,3,2,3,6,2,7,2,12,4,4,1,1,1,1,1,0,2,1,7,6,4,3,,2,1,1,0,0,0,0,0,0,6,3,2,0,1,3,1,5,0,,0,,0,,0,1,,1,,0,,0,,0,,0,1,,1,,0,,0,,0,,3,3,2,1,3,3,4,1,10000,2,3,2,3,3,7,10,4,3,1,0,0,0,0,1,1,3,3,3,3,1,1,867,1,0,0,,0,0,,1,3,1,1,3,1,3,7,6,1,1,3,1,3,3,13,3,2,3,1,2,1,2
15261,355,92,23,3,3,29,0.732621014,112,150,95,150,128,150,2,1,1,2,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,6,2,7,2,4,5,3,1,0,1,0,1,0,2,5,7,5,5,3,,2,1,1,0,0,1,1,0,0,6,2,1,0,1,1,1,2,0,,1,1,0,,0,1,1,1,1,0,,0,,0,,0,0,,1,1,1,1,1,2,0,,2,2,2,2,2,2,4,1,5000,1,2,2,2,2,7,1,5,3,0,1,0,0,0,1,0,3,3,3,3,1,1,62,0,0,0,,0,1,1,2,1,1,1,1,2,3,3,9,1,1,1,2,3,3,9,2,2,2,2,4,2,2
15262,355,92,23,3,3,33,1.713899016,110,150,106,150,127,150,2,3,1,2,1,1,0,0,0,0,1,0,1,1,0,,,,,,0,,0,,1,1,3,3,3,3,3,3,3,2,3,1,3,1,3,1,3,2,6,1,9,4,9,6,3,1,0,0,0,0,0,2,5,9,4,6,2,,2,1,1,0,0,1,0,1,0,5,3,2,0,1,1,1,1,0,,0,,0,,1,0,,0,,0,,0,,0,,0,1,1,1,1,1,1,0,,0,,2,2,2,2,3,2,4,1,3000,,3,2,2,3,8,9,7,3,1,1,0,0,0,1,0,3,3,3,3,1,1,371,1,0,0,,0,0,1,2,1,1,1,,2,3,3,12,1,1,,2,3,3,12,3,2,3,3,1,2,2
15264,355,92,23,3,3,27,0.433171988,99,150,103,150,58,150,2,1,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,1,3,3,2,2,2,3,2,2,2,2,3,2,6,2,6,3,9,3,3,0,0,1,1,0,0,2,1,6,9,3,4,,1,1,1,0,0,1,0,0,0,6,3,2,0,1,10,1,10,0,,0,,0,,0,1,1,1,1,0,,0,,0,,0,0,,0,,1,2,0,,0,,3,2,3,2,2,3,2,2,0,1,2,2,2,2,6,2,7,3,1,0,0,1,1,1,0,3,1,3,3,1,1,0,1,0,0,,0,0,2,2,1,1,2,1,2,3,6,8,1,2,1,2,3,3,11,2,2,2,3,1,2,2
15265,355,92,23,3,3,32,0.969591022,106,150,99,150,126,150,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,1,3,3,2,3,2,3,2,3,3,3,2,2,6,1,8,2,1,4,4,1,1,1,1,1,0,2,2,8,1,5,4,,2,1,1,0,0,0,0,0,0,6,3,4,0,0,,1,2,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,1,2,0,,0,,0,,3,3,3,2,3,3,4,1,,2,3,3,3,3,9,12,7,4,1,1,1,1,0,1,1,3,3,3,3,1,1,670,1,0,0,,0,0,,1,3,1,1,3,1,3,8,3,1,1,3,1,3,8,3,3,2,2,1,4,1,2
15266,355,92,23,3,3,20,0.307796001,82,150,74,150,64,150,,3,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,2,3,3,2,2,1,2,2,1,1,1,2,3,6,2,5,3,14,4,2,0,0,0,0,1,0,2,2,5,2,6,2,,2,1,1,0,0,0,1,0,0,6,2,3,0,1,1,1,3,0,,0,,0,,0,1,1,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,2,2,2,3,1,30000,1,1,2,1,1,7,3,7,2,1,1,0,0,0,1,0,3,1,3,3,1,1,1000,1,0,0,,0,0,,1,3,1,1,3,1,1,7,14,1,1,3,1,3,5,13,3,2,3,2,4,1,2
15267,355,92,23,3,3,35,1.845689058,107,150,117,150,119,150,2,1,2,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,9,4,2,4,3,0,0,0,1,0,0,2,2,8,2,5,3,,1,1,1,0,0,0,0,0,0,6,1,2,0,1,2,1,1,0,,0,,0,,1,0,,0,,0,,0,,0,,0,1,1,1,1,0,,0,,0,,2,2,2,2,2,2,4,1,2000,1,2,2,2,2,8,3,7,3,0,1,0,0,0,1,1,3,3,3,3,1,1,,0,1,0,,0,0,,2,1,1,1,1,2,3,4,8,1,1,1,2,3,3,7,2,2,2,1,6,1,2
15268,355,92,23,3,3,31,0.707415998,114,150,108,150,113,150,1,2,1,1,0,1,0,0,0,0,0,0,1,2,0,,,,,,0,,0,,2,1,2,2,2,2,3,2,1,2,1,2,2,2,1,1,2,2,3,4,7,4,5,4,4,1,0,1,0,1,1,2,1,7,5,4,4,,2,0,1,0,0,0,0,0,0,6,2,1,0,0,,1,6,0,,0,,0,,1,0,,0,,0,,0,,0,,0,0,,1,2,0,,0,,0,,3,2,2,2,3,2,4,1,5200,1,3,2,2,2,,,4,4,1,1,1,0,0,1,1,3,2,3,3,2,1,,1,0,0,,0,0,1,1,3,1,2,3,2,1,7,8,1,1,2,2,3,7,7,4,2,4,1,4,1,2
15269,355,92,23,3,3,27,0.486871004,110,150,100,150,132,150,2,1,1,2,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,3,3,1,3,1,,2,2,1,1,2,3,6,1,7,4,4,5,2,0,0,1,0,1,0,2,1,7,6,5,3,,2,1,1,0,0,0,0,0,0,6,2,1,1,0,,0,,0,,0,,0,,0,0,,1,1,0,,0,,0,,1,0,,0,,0,,0,,0,,2,1,1,3,3,3,5,2,0,1,2,3,2,2,7,4,4,2,0,1,0,1,0,1,0,3,3,3,3,1,1,,0,0,0,,0,1,1,2,1,1,1,1,2,3,3,11,1,1,3,2,3,4,11,2,2,2,1,4,1,1
15270,355,92,23,3,3,6,-2.507955074,66,150,76,150,50,150,2,4,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,1,13,1,1,0,0,0,1,0,0,2,1,10,13,1,2,,1,1,1,0,0,0,0,0,0,5,2,1,0,0,,0,,0,,0,,1,1,0,0,,0,,0,,0,,1,1,1,0,,0,,0,,0,,0,,2,2,1,1,1,1,6,2,0,0,1,1,1,1,8,3,7,1,0,0,0,0,0,1,0,2,2,1,3,1,1,,1,0,0,,0,0,1,2,,1,1,1,2,3,3,12,1,1,1,2,3,3,12,3,2,5,1,4,2,2
15271,355,92,23,3,3,25,0.818509996,108,150,110,150,139,150,1,2,1,1,1,1,0,0,0,0,1,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,1,9,3,9,6,3,0,0,0,0,1,0,2,2,9,9,6,3,,2,1,1,0,0,0,0,0,0,5,2,2,0,1,1,1,1,0,,0,,0,,0,1,1,0,,0,,0,,0,,0,0,,1,1,0,,0,,0,,2,2,2,1,2,2,4,1,10000,0,2,2,2,2,7,9,7,3,0,0,0,0,0,1,0,3,3,3,3,1,1,1000,,,,,,,,1,3,1,2,3,1,3,6,2,1,1,3,1,3,3,13,3,2,3,1,4,2,2
15272,355,92,23,3,3,18,-0.225698993,83,150,47,150,28,150,1,3,1,1,0,0,0,0,0,0,1,0,1,1,0,,,,,,0,,0,,2,2,2,2,2,2,2,2,2,,2,,2,,2,,2,2,6,3,3,5,9,4,2,0,0,1,1,1,0,2,5,6,9,4,2,,1,0,0,0,0,1,0,0,0,6,2,2,0,1,3,1,12,0,,0,,0,,1,0,,0,,0,,0,,0,,0,0,,1,2,0,,0,,0,,2,2,2,2,2,2,2,2,0,1,2,2,2,2,3,9,4,4,0,0,0,1,0,1,0,1,1,1,1,2,2,728,0,0,0,,0,1,,2,,1,1,3,1,2,3,8,1,1,3,1,2,2,8,3,2,3,1,,1,2
15273,355,92,23,3,3,17,-0.642054975,112,150,74,150,113,150,1,3,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,2,3,1,2,,2,,2,,2,,3,3,6,3,7,3,6,8,3,1,0,1,0,1,0,2,2,7,6,4,3,,2,1,1,0,0,0,0,0,0,6,1,1,0,0,,1,3,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,0,,0,,0,,1,2,3,3,3,2,3,2,2,2,0,1,2,2,2,2,7,4,4,3,1,1,0,0,0,1,0,3,3,3,3,1,1,,0,0,0,,0,1,,1,3,1,1,3,1,3,3,8,1,1,3,1,3,6,13,3,2,3,1,1,1,2
15274,355,92,23,3,3,32,1.468261957,127,150,139,150,140,150,1,3,1,1,0,1,0,0,0,1,0,0,0,,1,2003,2,1,0,0,0,,0,,2,2,2,2,2,2,2,2,1,3,1,2,1,3,1,2,1,3,6,1,9,1,2,4,4,1,0,0,0,1,0,2,1,9,3,4,4,,2,0,0,0,0,0,1,0,0,6,2,4,0,0,,1,8,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,1,2,0,,0,,0,,2,2,2,2,2,2,4,1,5000,2,3,3,3,3,9,3,4,4,1,1,0,0,1,1,1,1,1,3,3,1,1,1460,1,0,0,,0,0,,1,2,1,1,2,1,3,7,2,1,1,2,1,3,7,2,3,2,3,1,4,1,2
15275,355,92,23,3,3,23,0.045088999,103,150,51,150,97,150,2,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,2,3,2,2,2,2,2,1,2,1,2,2,2,6,3,7,2,9,4,3,0,0,0,1,1,0,2,1,7,9,4,3,,2,1,1,0,0,0,0,0,0,6,3,3,0,1,4,1,3,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,2,1,3,2,4,1,5000,1,2,2,2,2,7,9,4,3,1,1,0,1,1,1,1,3,3,3,3,1,1,1149,1,0,0,,0,0,,2,3,1,1,3,2,3,3,12,1,1,,2,3,6,9,3,2,3,1,4,1,2
15276,355,92,23,3,3,26,0.477562994,113,150,114,150,129,150,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,6,1,7,3,3,4,3,1,0,1,1,1,1,2,2,8,3,5,4,,1,0,1,0,0,0,0,0,0,6,2,2,0,0,,1,2,0,,0,,0,,0,1,1,0,,0,,0,,0,,0,1,1,0,,0,,0,,0,,3,2,2,1,3,2,4,1,8000,1,3,3,3,2,7,3,4,3,1,1,0,1,1,1,0,3,3,3,3,1,1,,1,0,0,,0,0,,1,3,1,1,3,1,3,6,8,1,1,3,1,3,3,12,3,2,3,1,4,1,2
15277,355,92,23,3,3,31,0.921158016,117,150,128,150,139,150,1,3,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,2,2,2,2,3,2,3,2,3,2,3,2,3,6,1,9,1,1,6,4,1,0,0,0,0,0,2,2,9,8,6,4,,2,1,0,0,0,1,0,0,0,6,4,3,0,0,,1,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,1,1,2,2,1,1,,1,2,2,2,2,8,13,7,3,0,1,0,1,1,1,0,3,3,3,3,1,1,,1,0,0,,0,0,3,,3,1,1,3,1,3,3,14,1,1,3,1,3,3,14,4,2,3,1,4,1,3
15278,355,92,23,3,3,4,-1.055591941,92,150,50,150,89,150,2,1,2,2,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,3,2,3,3,2,2,1,1,1,1,3,3,3,3,6,2,3,3,10,7,3,0,0,1,0,0,0,2,2,4,10,7,3,,2,1,1,0,0,0,0,0,0,6,4,3,0,1,2,1,12,0,,0,,0,,0,1,1,1,3,0,,0,,0,,0,1,1,1,8,0,,0,,0,,3,3,3,2,3,3,4,2,0,,2,2,3,2,3,5,7,3,1,1,0,1,0,1,0,3,3,3,3,1,1,0,1,0,0,,0,0,4,2,1,1,1,1,2,1,3,11,1,1,1,2,3,3,11,3,2,3,1,4,1,2
15280,355,92,23,3,3,29,1.235990047,120,150,111,150,120,150,1,2,1,1,1,1,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,6,1,9,5,2,8,4,1,0,1,1,1,0,2,5,9,2,7,4,,2,1,1,0,0,0,1,0,0,6,2,2,0,0,,1,1,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,1,,0,,0,,0,,2,1,2,1,2,2,2,1,7500,1,2,2,3,2,8,2,4,3,1,1,1,1,1,1,0,2,2,3,3,1,1,,0,0,0,,0,1,,1,2,1,1,3,1,3,3,13,1,1,3,1,3,4,6,2,2,3,1,2,1,1
15281,355,92,23,3,3,30,1.13933599,100,150,70,150,80,150,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,1,2,2,2,3,2,2,3,3,2,2,3,3,6,2,6,2,5,5,4,1,0,1,0,0,0,2,1,6,6,4,3,,2,1,1,0,0,0,0,0,0,6,3,3,0,1,3,1,5,0,,0,,0,,0,0,,1,3,0,,0,,0,,0,1,2,1,1,0,,0,,0,,2,3,3,3,3,2,2,1,10000,1,2,2,2,2,7,6,3,4,1,1,0,1,0,1,0,3,3,3,3,1,1,1512,1,0,0,,0,0,,1,3,1,1,3,1,1,6,8,1,1,3,1,3,4,6,3,2,3,1,1,1,2
15282,355,92,23,3,3,0,,130,150,120,150,138,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1,0,0,0,0,0,0,6,5,2,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,3,3,3,3,2,2,0,1,3,3,3,1,9,1,4,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1700,1,0,0,,0,0,4,1,1,1,1,3,1,3,8,12,1,1,3,1,3,8,12,4,,4,,5,1,2
15283,355,92,23,3,3,19,-0.32663399,99,150,71,150,77,150,2,1,1,2,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,3,3,3,2,1,1,1,2,2,1,1,2,2,1,5,3,5,3,4,2,3,0,0,0,0,1,0,2,1,5,4,7,3,,1,1,1,0,0,0,0,0,0,5,2,1,0,0,,1,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,3,3,2,2,5,2,0,,2,2,2,2,5,4,2,3,1,1,0,0,0,1,0,3,3,3,3,1,1,,0,0,0,,0,1,1,2,1,1,2,1,2,3,2,8,1,2,1,2,3,2,12,3,2,3,1,2,2,2
