,w2cog3pl,w2stdchn,w2stdmat,w2stdeng,w2stdtotal,w2a01,w2a03,w2a05,w2a0801,w2a16,w2a17,w2a2001,w2a2002,w2a2003,w2a2004,w2a2005,w2a2006,w2a2101a,w2a2101b,w2a2102a,w2a2102b,w2a2103a,w2a2103b,w2a2104a,w2a2104b,w2a22,w2a23,w2a27,w2a28,w2a29,w2a32,w2b18,w2b19,w2b20,w2b21,w2ba11,w2ba12,w2ba13,w2ba1400,w2ba1401,w2ba1402,w2ba1403,w2ba1404,w2ba1405,w2ba1500,w2ba1501,w2ba1502,w2ba1503,w2ba1504,w2ba1505,w2ba1701,w2ba1702,w2ba1703,w2ba1704,w2ba1705,w2ba1706,w2ba18,w2ba21,w2ba24,w2ba2601,w2ba2602,w2ba2603,w2ba2604,w2ba29,w2ba30,w2ba31,w2ba32,w2bb15,w2bb16,w2bb17,w2bb18,w2bb19,w2bb20,w2bc0201,w2bc0202,w2bc0203,w2bc0204,w2bc0205,w2bd01,w2bd02,w2be02,w2be03,w2be04,w2be06,w2be07,w2be08,w2be09,w2be11,w2be12,w2be13,w2be15,w2be16,w2be17,w2be18,w2be23,w2be24,w2ba09,w2ba10
27,0.576386988,0.267153511,-0.8088603059999999,-0.225674667,-0.411282328,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,7.0,2.0,3.0,7.0,6.0,5.0,3.0,6.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,9.0,2.0,6.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,8.0,14.0,1.0,1.0,2.0,1.0,3.0,4.0,6.0,3.0,1.0,1.0,0.0
30,-0.8573169709999999,-0.549699806,-0.5562956170000001,-0.26953689399999997,-0.5058204270000001,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,4.0,9.0,3.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,3.0,6.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,7.0,8.0,1.0,1.0,3.0,1.0,1.0,7.0,8.0,3.0,1.0,1.0,1.0
31,1.118232012,1.247377492,0.7065278290000001,0.6954321,0.89334344,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,5.0,3.0,8.0,4.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,5.0,0.0,1.0,1.0,2.0,1.0,1.0,9.0,1.0,5.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,2.0,2.0,3.0,3.0,13.0,8.0,1.0,2.0,2.0,3.0,3.0,13.0,3.0,1.0,0.0,0.0
32,0.42693001,0.593894838,0.622339599,0.651569873,0.685359622,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,7.0,3.0,4.0,7.0,3.0,6.0,4.0,6.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,9.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0
37,1.359740019,1.492433488,0.916998403,0.8270187809999999,1.101327258,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,8.0,3.0,3.0,8.0,2.0,5.0,3.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,7.0,4.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,6.0,12.0,1.0,1.0,1.0,2.0,3.0,3.0,12.0,3.0,1.0,1.0,1.0
38,1.417247057,0.512209507,0.28558668,-0.225674667,0.13703864699999999,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,8.0,3.0,3.0,8.0,5.0,5.0,4.0,6.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,6.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,6.0,1.0,1.0,2.0,2.0,3.0,3.0,7.0,2.0,1.0,0.0,0.0
40,0.432974011,0.34883884299999995,0.411869025,0.388396511,0.420652944,1.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,8.0,2.0,3.0,8.0,2.0,5.0,3.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,0.0,1.0,3.0,3.0,3.0,2.0,8.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,7.0,2.0,1.0,1.0,2.0,2.0,3.0,7.0,2.0,3.0,1.0,1.0,1.0
41,1.552170038,0.67558017,0.580245484,0.169085376,0.47737580399999996,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,10.0,1.0,4.0,9.0,2.0,5.0,4.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,8.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,7.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,5.0,3.0,1.0,1.0,1.0
44,0.48914399700000005,-0.222958479,0.832810174,0.34453428399999997,0.458468184,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,7.0,2.0,4.0,7.0,13.0,5.0,4.0,6.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,6.0,1.0,1.0,3.0,1.0,3.0,4.0,5.0,3.0,1.0,1.0,0.0
45,1.8341120480000002,0.920636165,0.7907160590000001,0.212947603,0.6475443820000001,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,8.0,2.0,4.0,10.0,3.0,7.0,4.0,6.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,7.0,12.0,7.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,8.0,4.0,1.0,1.0,2.0,2.0,3.0,8.0,2.0,3.0,1.0,1.0,1.0
46,1.358140945,0.838950834,0.033021991,0.8270187809999999,0.553006283,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,8.0,3.0,4.0,8.0,2.0,5.0,4.0,6.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,8.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,8.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,5.0,3.0,1.0,0.0,1.0
48,1.274006963,0.920636165,-0.303730928,0.212947603,0.155946267,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,8.0,4.0,4.0,8.0,2.0,5.0,3.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0,2.0,3.0,7.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,7.0,1.0,1.0,1.0,1.0,3.0,7.0,6.0,3.0,1.0,0.0,0.0
49,1.141078949,-0.468014475,0.327680795,-0.050225759,0.004685308,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,7.0,3.0,3.0,7.0,3.0,4.0,3.0,6.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,2.0,3.0,3.0,3.0,9.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,12.0,1.0,2.0,1.0,2.0,3.0,4.0,12.0,3.0,1.0,0.0,1.0
51,0.788815022,0.512209507,-0.009072124,1.0024676890000002,0.534098663,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,9.0,2.0,4.0,9.0,4.0,5.0,4.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,8.0,1.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,7.0,12.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,3.0,1.0,1.0,1.0
54,0.458855987,1.084006829,0.496057255,0.914743235,0.8555282,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,8.0,3.0,2.0,8.0,6.0,6.0,2.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,9.0,4.0,7.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,12.0,1.0,1.0,2.0,2.0,3.0,7.0,5.0,4.0,1.0,1.0,1.0
56,0.37439999,0.022097516,-0.9351426509999999,0.388396511,-0.260021369,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,7.0,2.0,3.0,7.0,4.0,5.0,2.0,6.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,8.0,5.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,9.0,3.0,1.0,1.0,2.0,1.0,3.0,8.0,4.0,3.0,1.0,0.0,1.0
57,0.911126971,0.757265502,0.033021991,1.13405437,0.666452002,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,8.0,2.0,3.0,8.0,2.0,6.0,3.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,8.0,12.0,6.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,9.0,14.0,1.0,2.0,3.0,2.0,3.0,8.0,5.0,3.0,1.0,1.0,1.0
58,1.768154025,0.512209507,0.664433714,0.870881008,0.779897721,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,8.0,3.0,4.0,8.0,3.0,5.0,4.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,8.0,3.0,5.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,9.0,3.0,1.0,1.0,3.0,1.0,1.0,9.0,3.0,3.0,1.0,1.0,1.0
60,0.528038979,-0.14127314800000002,-0.8930485359999999,-0.18181244,-0.524728047,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,7.0,4.0,4.0,8.0,4.0,5.0,3.0,6.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,13.0,4.0,1.0,2.0,1.0,3.0,4.0,9.0,3.0,1.0,0.0,1.0
63,1.3152799609999999,0.430524175,-0.051166237999999996,1.13405437,0.553006283,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,9.0,2.0,4.0,9.0,3.0,6.0,4.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,3.0,3.0,2.0,8.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,7.0,2.0,1.0,1.0,3.0,2.0,3.0,7.0,12.0,4.0,1.0,1.0,1.0
66,1.175111055,0.512209507,0.075116106,1.046329916,0.590821523,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,7.0,2.0,4.0,7.0,5.0,6.0,3.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,5.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,7.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,7.0,3.0,1.0,0.0,1.0
68,1.658256054,0.920636165,0.24349256600000002,1.090192143,0.779897721,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,9.0,1.0,4.0,9.0,3.0,6.0,4.0,6.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,9.0,4.0,6.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,6.0,1.0,1.0,3.0,1.0,1.0,8.0,4.0,3.0,1.0,1.0,1.0
70,0.988789976,0.430524175,-0.7246720759999999,0.7392943270000001,0.080315788,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,7.0,2.0,3.0,7.0,3.0,5.0,3.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,13.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,14.0,1.0,1.0,3.0,1.0,3.0,7.0,6.0,3.0,1.0,1.0,1.0
71,0.228195995,-0.386329143,-0.8088603059999999,0.432258738,-0.27892898899999996,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,8.0,4.0,3.0,8.0,2.0,5.0,3.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,4.0,3.0,1.0,1.0,1.0
72,1.611423969,1.165692161,-0.009072124,1.046329916,0.704267242,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,8.0,2.0,4.0,8.0,2.0,6.0,3.0,6.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,2.0,6.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,9.0,2.0,3.0,1.0,1.0,1.0
75,0.442164987,0.022097516,0.580245484,0.6954321,0.553006283,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,7.0,2.0,3.0,8.0,4.0,5.0,3.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,7.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,7.0,8.0,1.0,1.0,1.0,2.0,3.0,6.0,9.0,3.0,1.0,1.0,0.0
76,2.041289091,0.512209507,0.201398451,0.8270187809999999,0.553006283,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,7.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,2.0,1.0,0.0,1.0
77,2.041289091,1.165692161,0.45396314,0.870881008,0.8366205809999999,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,8.0,3.0,3.0,8.0,5.0,5.0,3.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0,3.0,2.0,8.0,4.0,5.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,1.0,1.0,3.0,1.0,3.0,8.0,7.0,3.0,1.0,1.0,1.0
78,0.41770499899999997,0.593894838,0.033021991,0.476120965,0.345022465,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,7.0,3.0,3.0,7.0,11.0,7.0,4.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,3.0,1.0,0.0,0.0
79,1.0144619940000001,0.34883884299999995,-0.387919157,0.607707646,0.155946267,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,9.0,2.0,3.0,9.0,3.0,6.0,3.0,6.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,4.0,6.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,12.0,1.0,1.0,1.0,2.0,3.0,2.0,7.0,3.0,1.0,1.0,1.0
80,0.45225098700000005,0.022097516,-0.303730928,0.300672057,-0.014222311999999999,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,9.0,1.0,4.0,9.0,1.0,7.0,4.0,6.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,9.0,1.0,7.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,9.0,4.0,1.0,2.0,3.0,1.0,1.0,8.0,6.0,3.0,1.0,1.0,1.0
82,0.24291999600000003,-0.30464381100000004,-0.47210738700000004,0.519983192,-0.070945171,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,7.0,2.0,4.0,7.0,5.0,6.0,4.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,13.0,7.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,8.0,3.0,1.0,1.0,3.0,1.0,3.0,8.0,3.0,3.0,1.0,0.0,1.0
